# Simulated random data file for batch 
                    processing
# timestamp: 2021-04-13 18:07:17
# EMD
# -------------------

"var_x","var_y"
0.387540656607598,0.3622183019761
0.249960106099024,0.763004158390686
0.419005682924762,0.0284356151241809
0.190819948911667,0.911634569987655
0.198449653573334,0.734780935570598
0.0962960789911449,0.397005434846506
0.686257097870111,0.0181204250548035
0.357755803735927,0.450227704131976
0.94390156539157,0.0679361892398447
0.598578363424167,0.454421835253015
0.569648059783503,0.548560276161879
0.880768680246547,0.350777319632471
0.592414195649326,0.72804112941958
0.703186223749071,0.715669377939776
0.194319312926382,0.84245733381249
0.945366272935644,0.63320756983012
0.50027800607495,0.620849893428385
0.751361174043268,0.668652602937073
0.215834124945104,0.194124988745898
0.817849447950721,0.445893799653277
0.0899808867834508,0.372901901137084
0.0279580031055957,0.974463545018807
0.917410850990564,0.851364392554387
0.371965819504112,0.639628719072789
0.0168722867965698,0.264686526497826
0.819021353498101,0.291480944259092
0.62704565632157,0.20928885997273
0.639366171788424,0.575269542634487
0.24847554997541,0.769542975816876
0.74132662313059,NA
NA,0.904869735473767
0.17092442815192,0.75571508333087
0.237457279115915,0.625004365807399
