# Simulated random data file for batch 
                    processing
# timestamp: 2021-04-21 14:18:27
# EMD
# -------------------

"var_x","var_y"
0.425592005252838,0.521252316888422
0.783942464739084,0.656250838655978
0.576914474135265,0.671736591961235
0.401481287321076,0.54812446818687
0.209287985460833,0.305243457434699
0.505992048885673,0.879178742412478
0.982895990135148,0.565138270612806
0.105232395930216,0.0803506907541305
0.536221586400643,0.46922774380073
0.586967574432492,0.505690171848983
0.904001700691879,0.432220176560804
0.0557581475004554,0.837910237954929
0.400617300532758,0.256181779317558
0.264421418774873,0.182182452874258
0.599560864269733,0.931169043062255
0.130538540193811,0.358486991608515
0.581945186946541,NA
0.877204610966146,0.323838603449985
0.779854065971449,0.534942400176078
0.150404263753444,0.483055656543002
0.288221998140216,0.882596296956763
0.0914332310203463,0.544040449894965
0.789795281132683,0.106498410459608
0.247455740813166,0.779654651880264
0.259309429908171,0.406737677752972
NA,0.66617786930874
0.677327016368508,0.00107097229920328
0.770347592188045,0.577255096286535
0.0838448950089514,0.394602610729635
0.422931974288076,0.416474260622635
0.402366735041142,0.0284103094600141
0.715964809525758,0.147795694414526
0.773061802843586,0.643138359766454
0.726556558860466,0.600605665938929
0.832292688312009,0.856374818598852
0.518548857420683,0.751527712447569
0.561665687244385,0.267136845970526
0.896924623753875,0.158625395735726
0.798821473727003,0.271501639392227
0.254628256428987,0.614705280866474
0.076010717311874,0.486894437344745
0.66232635662891,0.322299722349271
0.831476013408974,0.702151632867754
0.311164897633716,0.236899201758206
0.904442266561091,0.873874413548037
0.272887941449881,0.56878052954562
0.0738365871366113,0.58750849426724
0.872003972996026,0.649503006832674
0.527629238553345,0.875095044728369
0.536637406563386,0.0206284353043884
0.70971773727797,0.646479777060449
0.896780633367598,0.335327389184386
0.165850105462596,0.776568464934826
0.834648517193273,0.632632688386366
0.762622558977455,0.308249299880117
0.495339795714244,0.344717071391642
0.317080880980939,0.461667262949049
0.332302131457254,0.463927721837536
0.150074626551941,0.683659283444285
0.0588818751275539,0.243456006515771
0.0521750941406935,0.141285092569888
0.583699977956712,0.514698914717883
0.0212213341146708,0.122630823403597
NA,0.199450295651332
0.280589543050155,0.125903859967366
0.892023754538968,0.920515028759837
0.0115990713238716,0.138482016976923
0.853093425976112,0.101011469261721
0.227988589555025,0.665163870668039
0.818360418314114,0.77001205435954
0.641658943146467,NA
0.54893249948509,0.140070355497301
0.0177701266948134,0.915996769675985
0.338566255522892,0.709174223709852
0.819993492681533,0.424747954821214
0.975889582652599,0.696830940665677
0.653856794815511,0.92587238852866
0.218250335427001,0.0394482475239784
0.108018457191065,0.10946326632984
