# Simulated random data file for batch 
                    processing
# timestamp: 2021-04-21 14:18:27
# EMD
# -------------------

"var_x","var_y"
NA,0.893372057937086
0.581526551861316,0.836769636021927
0.241612415993586,0.495896307751536
0.117289857240394,0.448609771905467
0.138507149647921,0.144320321269333
0.014012296916917,0.125567869981751
0.795115248067304,0.91668858891353
0.764818043913692,0.0190438854042441
0.0531253647059202,0.85799620882608
0.186632100027055,0.683918807655573
0.231822128873318,0.275354675482959
0.697949119610712,0.988043301273137
0.569075261242688,0.0669887345284224
0.0792465603444725,0.690733943367377
0.842807655688375,0.482287859776989
0.395889515988529,0.365635891677812
0.359049999853596,0.172480012988672
0.823953869054094,0.315263718133792
0.580451051471755,0.0554846425075084
0.223815640667453,0.264205972664058
0.550201683305204,0.966147168073803
0.662774725118652,0.360329135786742
0.397483023814857,0.916696208063513
0.750989133957773,0.233689666725695
0.218360464787111,0.175965409725904
0.570714179193601,0.10382884950377
0.525707587832585,0.336631026584655
0.581887374864891,0.987693147035316
0.0758373627904803,0.0488276705145836
0.192236371804029,0.228944197064266
0.518870709696785,NA
0.964290231466293,0.351294943597168
0.85927186277695,0.228688089177012
0.726801683194935,0.0191849863622338
0.899331751512364,0.52875654748641
0.393749249400571,0.15839051711373
0.495379934087396,0.631268968107179
0.0396482322830707,0.622659732121974
0.524143195478246,0.218398769153282
0.284739977214485,0.684411349706352
0.126306045800447,0.879770706407726
0.999730181647465,0.989191446918994
0.354340067598969,0.532391273183748
NA,0.176902989624068
0.666612531291321,0.634837851393968
0.727274927543476,0.707794594811276
0.361117775319144,0.11964397621341
0.62091813609004,0.592799301724881
0.595159601187333,0.0602389036212116
0.909059649799019,0.90403147879988
0.528172221500427,0.450349551392719
0.178559946129099,0.824056705459952
0.90938392910175,0.772007238585502
0.0235249090474099,NA
0.0836137621663511,0.5591159616597
0.326056611957029,0.265291007468477
0.875439685303718,0.76523253810592
0.741892214166,0.0903414934873581
0.58426378807053,0.00814999989233911
0.269333665724844,0.950980886118487
0.323078476358205,0.19593468029052
0.44950577407144,0.555189785547554
0.654905424453318,0.51256945123896
0.670101188588887,0.626970602665097
0.606497189728543,0.873053670162335
0.396640408085659,0.452174515230581
0.322831855388358,0.0976608006749302
0.637827636906877,0.688070346834138
0.10241352696903,0.388432962587103
0.266010231105611,0.399098100140691
