# Simulated random data file for batch 
                    processing
# timestamp: 2021-04-21 14:18:27
# EMD
# -------------------

"var_x","var_y"
0.00410178932361305,0.560017438838258
0.0473813093267381,0.0660120048560202
NA,0.475068968022242
0.671579453861341,0.391495566582307
0.600958115188405,0.860106608597562
0.143029951024801,0.240962797775865
0.265426539815962,0.25163439870812
0.288833275437355,0.293177734129131
0.146929092472419,0.0759461750276387
0.2338732550852,0.00393334333784878
0.426363551756367,0.540836319560185
0.838423397857696,0.0673515212256461
0.13909451616928,0.75644130888395
0.803651273017749,0.913891670526937
0.521548326825723,0.090702103683725
0.40971183590591,0.556710224831477
0.444152491632849,0.676676778355613
0.755323668010533,0.602046188432723
0.802533313864842,0.912136601051316
0.345037139486521,0.722187687875703
0.680007359478623,0.932120225857943
0.50114381313324,0.229989422718063
0.96830258355476,0.518304119352251
0.46226660721004,0.746621806873009
0.370266757206991,0.244528367184103
0.680707328021526,0.982108421623707
0.379132478730753,0.602731574559584
0.15893714944832,0.160959845175967
0.0673191510140896,0.264182145474479
0.783067004522309,0.332256866851822
0.0888440718408674,0.710416495800018
0.252708671614528,0.471958583686501
0.617030375637114,0.137932310346514
0.804231822956353,0.921537135494873
0.102033755742013,0.63129855482839
0.927624340169132,0.40033790981397
0.274068261496723,0.55818663793616
0.25260221096687,0.3083748111967
0.647893076296896,0.619836266385391
0.165182850323617,0.61619114340283
0.475947182159871,0.246940091485158
0.525886445073411,0.829147610813379
0.979811405064538,0.261733739171177
0.413812193088233,0.839545615948737
0.540590840857476,0.923409447772428
0.462288838811219,0.16459070215933
0.966248703654855,0.0490408989135176
0.401791010517627,NA
0.173164312029257,0.377494233194739
0.941512295277789,0.403343011857942
0.29310888145119,0.495438753161579
0.530271568801254,0.998775120591745
0.910884206648916,0.0504419775679708
0.542738668853417,0.0405349305365235
0.166897744406015,0.262795892544091
0.0842854778748006,0.434930902672932
